Municipality,Year,Indy_percent,Unio_percent
Estamariu,1988,97.12,0.96
Estamariu,1992,97.96,2.04
Estamariu,1995,97.94,2.06
Estamariu,1999,90.59,8.24
Estamariu,2003,90.91,7.95
Estamariu,2006,89.66,10.34
Estamariu,2010,89.74,5.13
Estamariu,2012,96.05,2.63
Estamariu,2015,90.8,6.9
"Estany, l'",1980,66.52,5.88
"Estany, l'",1984,89.8,7.35
"Estany, l'",1988,89.87,9.28
"Estany, l'",1992,89.33,9.33
"Estany, l'",1995,83.21,16.41
"Estany, l'",1999,83.97,15.33
"Estany, l'",2003,87.32,11.96
"Estany, l'",2006,85.89,12.45
"Estany, l'",2010,79.92,12.36
"Estany, l'",2012,87.37,10.92
"Estany, l'",2015,86.8,10.89
Estaràs,1980,62.38,11.88
Estaràs,1984,84.48,11.21
Estaràs,1988,81.9,11.43
Estaràs,1992,74.53,24.53
Estaràs,1995,73.96,25
Estaràs,1999,76.92,21.15
Estaràs,2003,77.5,22.5
Estaràs,2006,65.59,34.41
Estaràs,2010,51.55,22.68
Estaràs,2012,77.05,22.13
Estaràs,2015,73.02,25.4
Esterri d'Àneu,1980,56.2,25.58
Esterri d'Àneu,1984,76.01,20.56
Esterri d'Àneu,1988,70.62,25.82
Esterri d'Àneu,1992,67.54,31.15
Esterri d'Àneu,1995,64.62,35.09
Esterri d'Àneu,1999,60.05,38.9
Esterri d'Àneu,2003,64.94,34.59
Esterri d'Àneu,2006,63.19,36.81
Esterri d'Àneu,2010,67.96,22.93
Esterri d'Àneu,2012,83.07,14.45
Esterri d'Àneu,2015,85.36,12.61
Esterri de Cardós,1980,67.5,2.5
Esterri de Cardós,1984,70.45,25
Esterri de Cardós,1988,77.14,22.86
Esterri de Cardós,1992,60.61,39.39
Esterri de Cardós,1995,69.77,30.23
Esterri de Cardós,1999,57.14,42.86
Esterri de Cardós,2003,57.14,42.86
Esterri de Cardós,2006,60.53,39.47
Esterri de Cardós,2010,66.67,25
Esterri de Cardós,2012,89.8,8.16
Esterri de Cardós,2015,88.24,3.92
Falset,1980,29.43,38.84
Falset,1984,46.88,48.94
Falset,1988,56.59,39.75
Falset,1992,58.49,39.73
Falset,1995,61.99,37.51
Falset,1999,57.82,40.88
Falset,2003,64.37,34.91
Falset,2006,60.42,37.78
Falset,2010,56.8,30.6
Falset,2012,76.02,21.69
Falset,2015,78.82,17.44
"Far d'Empordà, el",1980,36.45,38.92
"Far d'Empordà, el",1984,63.18,29.85
"Far d'Empordà, el",1988,58.67,32.65
"Far d'Empordà, el",1992,59,33.5
"Far d'Empordà, el",1995,53.78,45.78
"Far d'Empordà, el",1999,55.14,42.52
"Far d'Empordà, el",2003,59.45,36.87
"Far d'Empordà, el",2006,53.57,41.52
"Far d'Empordà, el",2010,54.73,28.81
"Far d'Empordà, el",2012,73.86,21.21
"Far d'Empordà, el",2015,72.22,25.82
Farrera,1980,41.51,24.53
Farrera,1984,83.61,13.11
Farrera,1988,76.6,19.15
Farrera,1992,82.93,12.2
Farrera,1995,80.95,16.67
Farrera,1999,85.19,11.11
Farrera,2003,74.65,25.35
Farrera,2006,71.43,28.57
Farrera,2010,67.27,21.82
Farrera,2012,81.16,15.94
Farrera,2015,88.51,9.2
"Fatarella, la",1980,22.34,15.53
"Fatarella, la",1984,57.89,39.59
"Fatarella, la",1988,51.15,43.32
"Fatarella, la",1992,61.34,35.43
"Fatarella, la",1995,62.07,37.15
"Fatarella, la",1999,58.38,39.86
"Fatarella, la",2003,69.12,30.34
"Fatarella, la",2006,65.91,32.14
"Fatarella, la",2010,58.65,29.03
"Fatarella, la",2012,70.42,25.23
"Fatarella, la",2015,77.74,19.51
"Febró, la",1980,0,55
"Febró, la",1984,59.09,36.36
"Febró, la",1988,72.73,27.27
"Febró, la",1992,77.27,22.73
"Febró, la",1995,78.79,18.18
"Febró, la",1999,64.29,28.57
"Febró, la",2003,80.65,19.35
"Febró, la",2006,64.52,35.48
"Febró, la",2010,53.57,32.14
"Febró, la",2012,79.41,14.71
"Febró, la",2015,87.1,12.9
Figaró-Montmany,1980,70.45,14.49
Figaró-Montmany,1984,85.47,11.08
Figaró-Montmany,1988,85.04,13.2
Figaró-Montmany,1992,85.8,13.02
Figaró-Montmany,1995,83.41,16.34
Figaró-Montmany,1999,72.66,26.85
Figaró-Montmany,2003,66.74,30.95
Figaró-Montmany,2006,68.89,29.72
Figaró-Montmany,2010,62.92,21.61
Figaró-Montmany,2012,68.89,24.78
Figaró-Montmany,2015,73.95,22.93
Fígols,1980,26.92,42.31
Fígols,1984,68.18,31.82
Fígols,1988,72.73,27.27
Fígols,1992,95.24,4.76
Fígols,1995,87.18,12.82
Fígols,1999,74.29,22.86
Fígols,2003,80.65,19.35
Fígols,2006,82.14,14.29
Fígols,2010,62.16,27.03
Fígols,2012,57.58,30.3
Fígols,2015,65.52,20.69
Fígols i Alinyà,1980,60.28,14.95
Fígols i Alinyà,1984,84.05,14.4
Fígols i Alinyà,1988,76.77,18.71
Fígols i Alinyà,1992,75.86,21.26
Fígols i Alinyà,1995,73.08,26.44
Fígols i Alinyà,1999,69.7,27.27
Fígols i Alinyà,2003,71.28,28.72
Fígols i Alinyà,2006,72.89,25.3
Fígols i Alinyà,2010,76.33,20.71
Fígols i Alinyà,2012,78.61,17.34
Fígols i Alinyà,2015,80,15.43
"Figuera, la",1980,45.45,29.87
"Figuera, la",1984,67.9,32.1
"Figuera, la",1988,73.68,23.68
"Figuera, la",1992,70.42,23.94
"Figuera, la",1995,71.26,28.74
"Figuera, la",1999,56.18,43.82
"Figuera, la",2003,62.25,37.75
"Figuera, la",2006,57.65,41.18
"Figuera, la",2010,71.05,22.37
"Figuera, la",2012,77.94,16.18
"Figuera, la",2015,88.75,8.75
Figueres,1980,39.4,35.2
Figueres,1984,56.36,39.74
Figueres,1988,54.5,37.13
Figueres,1992,57.09,37.99
Figueres,1995,51.78,47.28
Figueres,1999,50.84,46.46
Figueres,2003,53.31,45.09
Figueres,2006,51.31,45.57
Figueres,2010,51.52,36.15
Figueres,2012,56.14,37.72
Figueres,2015,52.51,44.18
Figuerola del Camp,1980,42.76,30.34
Figuerola del Camp,1984,80.27,19.05
Figuerola del Camp,1988,84.56,11.76
Figuerola del Camp,1992,89.36,9.22
Figuerola del Camp,1995,81.41,18.59
Figuerola del Camp,1999,73.05,18.56
Figuerola del Camp,2003,81.77,18.23
Figuerola del Camp,2006,74.25,24.55
Figuerola del Camp,2010,73.26,16.04
Figuerola del Camp,2012,82.55,14.62
Figuerola del Camp,2015,85.71,12.9
Flaçà,1980,47.82,27.03
Flaçà,1984,70.38,25.41
Flaçà,1988,73.71,21.71
Flaçà,1992,76.97,20.87
Flaçà,1995,69.62,29.48
Flaçà,1999,68.59,29.55
Flaçà,2003,69.85,28.31
Flaçà,2006,64.87,31.94
Flaçà,2010,60.63,21.47
Flaçà,2012,81.77,14.62
Flaçà,2015,81.54,14.6
Flix,1980,26.39,48.64
Flix,1984,45.88,49.36
Flix,1988,53.73,41.02
Flix,1992,55.64,41.69
Flix,1995,51.18,48.49
Flix,1999,49.87,47.83
Flix,2003,59.05,40.49
Flix,2006,49.66,49.22
Flix,2010,48.6,39.75
Flix,2012,63.49,29.23
Flix,2015,72.71,24.39
"Floresta, la",1980,65.12,4.65
"Floresta, la",1984,75.36,16.67
"Floresta, la",1988,80.45,19.55
"Floresta, la",1992,83.06,16.94
"Floresta, la",1995,87.6,12.4
"Floresta, la",1999,89.38,10.62
"Floresta, la",2003,85.95,14.05
"Floresta, la",2006,79.13,15.65
"Floresta, la",2010,79.25,10.38
"Floresta, la",2012,86.24,11.01
"Floresta, la",2015,89.32,5.83
Fogars de la Selva,1980,52.17,38.04
Fogars de la Selva,1984,66.67,29.46
Fogars de la Selva,1988,66.01,28.76
Fogars de la Selva,1992,66.86,23.67
Fogars de la Selva,1995,52.12,44.4
Fogars de la Selva,1999,49.54,48.02
Fogars de la Selva,2003,49.02,49.46
Fogars de la Selva,2006,49.6,46.61
Fogars de la Selva,2010,46.61,43.22
Fogars de la Selva,2012,38.03,54.27
Fogars de la Selva,2015,38.78,57.14
Fogars de Montclús,1980,65.89,13.95
Fogars de Montclús,1984,89.24,9.49
Fogars de Montclús,1988,89.58,9.03
Fogars de Montclús,1992,88.08,9.93
Fogars de Montclús,1995,89.41,10
Fogars de Montclús,1999,81.25,16.48
Fogars de Montclús,2003,74.31,25.69
Fogars de Montclús,2006,69.57,26.52
Fogars de Montclús,2010,62.5,15.52
Fogars de Montclús,2012,83.98,10.94
Fogars de Montclús,2015,87.54,9.18
Foixà,1980,59.15,10.56
Foixà,1984,84.62,13.74
Foixà,1988,87.27,10.91
Foixà,1992,87.83,10.58
Foixà,1995,72.59,26.9
Foixà,1999,79.26,19.68
Foixà,2003,78.69,19.67
Foixà,2006,72.84,24.69
Foixà,2010,60.69,19.08
Foixà,2012,81.82,15.15
Foixà,2015,81.78,14.49
Folgueroles,1980,59.15,21.07
Folgueroles,1984,85.82,8.47
Folgueroles,1988,79.84,16.35
Folgueroles,1992,87.97,10.03
Folgueroles,1995,85.47,14.41
Folgueroles,1999,81.18,17.35
Folgueroles,2003,80.34,18.43
Folgueroles,2006,78.2,19.95
Folgueroles,2010,63.39,11.61
Folgueroles,2012,88.44,7.29
Folgueroles,2015,90.04,7.06
Fondarella,1980,41.71,15.17
Fondarella,1984,70.05,25.6
Fondarella,1988,67.93,24.89
Fondarella,1992,82.18,14.55
Fondarella,1995,78.53,20.62
Fondarella,1999,73.77,23.22
Fondarella,2003,76.54,22.99
Fondarella,2006,70.96,28.34
Fondarella,2010,67.99,18.69
Fondarella,2012,69.81,24.41
Fondarella,2015,72.69,24.75
Fonollosa,1980,63.48,17.02
Fonollosa,1984,88.83,9.74
Fonollosa,1988,92.46,6.15
Fonollosa,1992,91.16,8.29
Fonollosa,1995,85.08,14.45
Fonollosa,1999,82.57,17.43
Fonollosa,2003,72.87,26.51
Fonollosa,2006,68.37,28.83
Fonollosa,2010,60.94,22.97
Fonollosa,2012,69.33,23.88
Fonollosa,2015,70.96,25.45
Font-rubí,1980,52.48,23.23
Font-rubí,1984,83.28,15.33
Font-rubí,1988,79.56,17.04
Font-rubí,1992,85.85,13.02
Font-rubí,1995,77.29,22.28
Font-rubí,1999,76.63,21.72
Font-rubí,2003,76.3,23.42
Font-rubí,2006,75.04,23.83
Font-rubí,2010,71.73,16.48
Font-rubí,2012,80.56,15.12
Font-rubí,2015,81.37,13.94
Fontanals de Cerdanya,1980,36.92,16.41
Fontanals de Cerdanya,1984,90.78,7.77
Fontanals de Cerdanya,1988,85.93,9.55
Fontanals de Cerdanya,1992,78.69,17.49
Fontanals de Cerdanya,1995,72.89,26.67
Fontanals de Cerdanya,1999,77.78,20.44
Fontanals de Cerdanya,2003,75.39,24.22
Fontanals de Cerdanya,2006,73.25,25.88
Fontanals de Cerdanya,2010,67.49,17.7
Fontanals de Cerdanya,2012,76.11,20.48
Fontanals de Cerdanya,2015,74.52,21.66
Fontanilles,1980,53.7,3.7
Fontanilles,1984,90.91,7.58
Fontanilles,1988,96.36,3.64
Fontanilles,1992,85.94,6.25
Fontanilles,1995,90.24,8.54
Fontanilles,1999,82.2,15.25
Fontanilles,2003,80.19,16.04
Fontanilles,2006,74.03,18.18
Fontanilles,2010,74.67,16
Fontanilles,2012,89.02,8.54
Fontanilles,2015,86.17,7.45
Fontcoberta,1980,67.07,21.69
Fontcoberta,1984,77.44,19.51
Fontcoberta,1988,80,15.68
Fontcoberta,1992,85.82,11.11
Fontcoberta,1995,77.44,22.39
Fontcoberta,1999,82.8,16.72
Fontcoberta,2003,80.57,17.77
Fontcoberta,2006,75.37,22.99
Fontcoberta,2010,68.73,15.07
Fontcoberta,2012,86.19,11.36
Fontcoberta,2015,87.97,10.19
Foradada,1980,38.57,5.71
Foradada,1984,68.29,28.05
Foradada,1988,85.37,9.76
Foradada,1992,87.65,12.35
Foradada,1995,82.35,17.65
Foradada,1999,69.67,28.69
Foradada,2003,74.65,25.35
Foradada,2006,72.32,24.11
Foradada,2010,73.15,16.67
Foradada,2012,79.49,16.24
Foradada,2015,83.47,15.7
Forallac,1980,45.48,29.41
Forallac,1984,72.49,24.21
Forallac,1988,63.12,31.49
Forallac,1992,75.21,22.65
Forallac,1995,72.79,26.8
Forallac,1999,67.69,27.9
Forallac,2003,75.07,24.74
Forallac,2006,73.55,24.9
Forallac,2010,66.96,18.59
Forallac,2012,79.78,17.57
Forallac,2015,77.86,18.32
Forès,1980,35.71,9.52
Forès,1984,94.74,5.26
Forès,1988,91.89,8.11
Forès,1992,75,25
Forès,1995,85,15
Forès,1999,83.72,11.63
Forès,2003,95.24,4.76
Forès,2006,87.88,12.12
Forès,2010,76.67,13.33
Forès,2012,81.82,18.18
Forès,2015,80.56,13.89
Fornells de la Selva,1980,62.53,19.96
Fornells de la Selva,1984,82.39,14.68
Fornells de la Selva,1988,84.1,11.88
Fornells de la Selva,1992,81.46,15.12
Fornells de la Selva,1995,78.73,20.73
Fornells de la Selva,1999,81.36,17.31
Fornells de la Selva,2003,78.64,20.28
Fornells de la Selva,2006,72.06,26.42
Fornells de la Selva,2010,71.02,15.31
Fornells de la Selva,2012,80.47,16.09
Fornells de la Selva,2015,79.51,17.2
Fortià,1980,25.09,29.15
Fortià,1984,55.56,40.85
Fortià,1988,53.68,37.87
Fortià,1992,56,37.82
Fortià,1995,52.96,46.3
Fortià,1999,56.18,39.58
Fortià,2003,58.28,38.74
Fortià,2006,51.27,46.91
Fortià,2010,55.31,31.14
Fortià,2012,65.83,27.22
Fortià,2015,67.56,30.73
"Franqueses del Vallès, les",1980,38.72,42.35
"Franqueses del Vallès, les",1984,50.5,46.94
"Franqueses del Vallès, les",1988,48.24,46.09
"Franqueses del Vallès, les",1992,55.34,40.73
"Franqueses del Vallès, les",1995,56.27,43
"Franqueses del Vallès, les",1999,50.25,44.51
"Franqueses del Vallès, les",2003,52.79,45.78
"Franqueses del Vallès, les",2006,49.64,47.88
"Franqueses del Vallès, les",2010,51.07,37.73
"Franqueses del Vallès, les",2012,44.26,48.66
"Franqueses del Vallès, les",2015,43.93,52.71
Freginals,1980,4.53,60.63
Freginals,1984,74.1,20.86
Freginals,1988,67.16,29.52
Freginals,1992,62.59,24.81
Freginals,1995,60.08,39.52
Freginals,1999,55.28,43.09
Freginals,2003,58.16,41
Freginals,2006,54.29,40.48
Freginals,2010,61.79,33.02
Freginals,2012,59.53,35.35
Freginals,2015,54.82,39.04
"Fuliola, la",1980,27.47,46.71
"Fuliola, la",1984,54.36,42.82
"Fuliola, la",1988,61.34,36.48
"Fuliola, la",1992,65.14,32.57
"Fuliola, la",1995,61.42,38.18
"Fuliola, la",1999,58.08,40.53
"Fuliola, la",2003,57.18,42.17
"Fuliola, la",2006,61.24,38.46
"Fuliola, la",2010,54.73,33.45
"Fuliola, la",2012,72.26,25.61
"Fuliola, la",2015,75.81,20.93
Fulleda,1980,62.5,9.38
Fulleda,1984,79.27,14.63
Fulleda,1988,79.31,13.79
Fulleda,1992,85.07,11.94
Fulleda,1995,79.45,20.55
Fulleda,1999,75.76,21.21
Fulleda,2003,80.26,18.42
Fulleda,2006,73.08,25.64
Fulleda,2010,71.21,22.73
Fulleda,2012,72.6,23.29
Fulleda,2015,76,20
Gaià,1980,44.78,29.85
Gaià,1984,87.76,10.2
Gaià,1988,89.47,3.95
Gaià,1992,90,8.75
Gaià,1995,85.42,13.54
Gaià,1999,82.65,16.33
Gaià,2003,68.42,31.58
Gaià,2006,76.83,20.73
Gaià,2010,86.52,8.99
Gaià,2012,84.38,13.54
Gaià,2015,90.09,5.41
"Galera, la",1980,42.86,30.52
"Galera, la",1984,47.22,52.02
"Galera, la",1988,47.08,48.92
"Galera, la",1992,57.68,40.29
"Galera, la",1995,56.31,43.45
"Galera, la",1999,55.05,43.43
"Galera, la",2003,58.87,40.9
"Galera, la",2006,53.69,44.97
"Galera, la",2010,58.13,32.5
"Galera, la",2012,64.01,31.56
"Galera, la",2015,57.07,36.97
Gallifa,1980,45.45,15.91
Gallifa,1984,83.02,11.32
Gallifa,1988,80,13.33
Gallifa,1992,80,14
Gallifa,1995,81.61,18.39
Gallifa,1999,63.64,35.23
Gallifa,2003,75.81,20.97
Gallifa,2006,66.39,26.05
Gallifa,2010,52.54,22.88
Gallifa,2012,72.66,17.97
Gallifa,2015,80.54,16.78
Gandesa,1980,30.81,34.89
Gandesa,1984,69,27.84
Gandesa,1988,62.69,35.06
Gandesa,1992,65.28,32.01
Gandesa,1995,65.09,34.43
Gandesa,1999,63.48,35.13
Gandesa,2003,63.17,36.32
Gandesa,2006,59.81,38.62
Gandesa,2010,64.29,29.68
Gandesa,2012,68.47,28.27
Gandesa,2015,67.95,25.97
Garcia,1980,54.3,13.51
Garcia,1984,66.84,32.1
Garcia,1988,66.48,29.36
Garcia,1992,59.24,39.3
Garcia,1995,61.84,37.63
Garcia,1999,67.07,31.72
Garcia,2003,72.5,27.19
Garcia,2006,69.52,29.11
Garcia,2010,62.59,30.22
Garcia,2012,79.93,18.39
Garcia,2015,76.7,19.42
"Garidells, els",1980,20.65,42.39
"Garidells, els",1984,68.48,29.35
"Garidells, els",1988,76.92,21.98
"Garidells, els",1992,70,26.67
"Garidells, els",1995,74.53,25.47
"Garidells, els",1999,76.6,22.34
"Garidells, els",2003,67.47,32.53
"Garidells, els",2006,67.02,30.85
"Garidells, els",2010,84.04,13.83
"Garidells, els",2012,73.11,23.53
"Garidells, els",2015,63.71,29.03
"Garriga, la",1980,52.49,31.44
"Garriga, la",1984,71.13,25.24
"Garriga, la",1988,68.1,28.33
"Garriga, la",1992,74.54,23.18
"Garriga, la",1995,67.99,31.33
"Garriga, la",1999,63.16,35.28
"Garriga, la",2003,62.98,36.1
"Garriga, la",2006,60.03,37.64
"Garriga, la",2010,57.61,27.74
"Garriga, la",2012,64.05,29.64
"Garriga, la",2015,66.64,30.08
Garrigàs,1980,43.2,19.53
Garrigàs,1984,77.35,18.23
Garrigàs,1988,74.16,18.54
Garrigàs,1992,83.62,15.25
Garrigàs,1995,66.84,32.63
Garrigàs,1999,78.57,20.41
Garrigàs,2003,74.23,23.2
Garrigàs,2006,78.8,19.02
Garrigàs,2010,69.46,14.78
Garrigàs,2012,83.12,14.72
Garrigàs,2015,85.55,12.5
Garrigoles,1980,46.15,34.62
Garrigoles,1984,79.76,16.67
Garrigoles,1988,73.56,18.39
Garrigoles,1992,80.49,18.29
Garrigoles,1995,79.27,19.51
Garrigoles,1999,69.32,27.27
Garrigoles,2003,66.34,30.69
Garrigoles,2006,61.36,37.5
Garrigoles,2010,54.55,16.67
Garrigoles,2012,71.74,21.74
Garrigoles,2015,86.46,9.38
Garriguella,1980,54.82,19.27
Garriguella,1984,74.77,23.42
Garriguella,1988,56.7,20.8
Garriguella,1992,64.76,28.89
Garriguella,1995,55.7,44.04
Garriguella,1999,67.51,31.93
Garriguella,2003,62.03,37.39
Garriguella,2006,60.49,38.27
Garriguella,2010,58.13,27.27
Garriguella,2012,76.76,16.95
Garriguella,2015,71.43,25.49
Gavà,1980,25.26,55.8
Gavà,1984,33.69,56.85
Gavà,1988,33.4,58.43
Gavà,1992,38.32,55.66
Gavà,1995,35.61,63.12
Gavà,1999,31.61,64.86
Gavà,2003,32.95,65.37
Gavà,2006,34.44,62.67
Gavà,2010,38.3,53.78
Gavà,2012,32.37,60.95
Gavà,2015,30.19,65.8
Gavet de la Conca,1980,47.03,10.4
Gavet de la Conca,1984,81.09,12.94
Gavet de la Conca,1988,77.22,16.11
Gavet de la Conca,1992,85.58,13.46
Gavet de la Conca,1995,78.45,20.44
Gavet de la Conca,1999,75.97,24.03
Gavet de la Conca,2003,82.16,17.84
Gavet de la Conca,2006,67.63,32.37
Gavet de la Conca,2010,68.79,23.57
Gavet de la Conca,2012,81.08,17.84
Gavet de la Conca,2015,81.03,13.85
Gelida,1980,41.24,32.24
Gelida,1984,61.74,35.43
Gelida,1988,59.05,37.35
Gelida,1992,61.97,35.38
Gelida,1995,58.23,40.88
Gelida,1999,54.77,43.19
Gelida,2003,53.46,45.35
Gelida,2006,46.49,50.61
Gelida,2010,48.9,40.48
Gelida,2012,53.13,40.72
Gelida,2015,54.15,42.58
Ger,1980,47.27,2.42
Ger,1984,78.82,19.41
Ger,1988,80.89,14.65
Ger,1992,83.64,13.33
Ger,1995,76.11,23.33
Ger,1999,79.34,20.19
Ger,2003,85.17,14.83
Ger,2006,85.07,14.03
Ger,2010,73.75,12.92
Ger,2012,85.5,10.78
Ger,2015,82.09,13.43
Gimenells i el Pla de la Font,1992,43.65,51.2
Gimenells i el Pla de la Font,1995,48.04,50.98
Gimenells i el Pla de la Font,1999,46.41,52.47
Gimenells i el Pla de la Font,2003,50.57,48.61
Gimenells i el Pla de la Font,2006,49.22,49.61
Gimenells i el Pla de la Font,2010,48.48,44.74
Gimenells i el Pla de la Font,2012,46.34,49.91
Gimenells i el Pla de la Font,2015,39.37,55.96
Ginestar,1980,33.67,43.81
Ginestar,1984,58.72,35.67
Ginestar,1988,75.45,23.82
Ginestar,1992,77.55,20.96
Ginestar,1995,70.56,29.09
Ginestar,1999,74.28,24.87
Ginestar,2003,79.77,20.07
Ginestar,2006,60.54,37.67
Ginestar,2010,54.29,35.86
Ginestar,2012,77.33,19.56
Ginestar,2015,83.91,13.3
Girona,1980,41.41,37.62
Girona,1984,55.01,40.65
Girona,1988,51.03,41.18
Girona,1992,56.32,38.96
Girona,1995,47.81,51.47
Girona,1999,52.06,44.5
Girona,2003,52.33,45.91
Girona,2006,50.82,46.34
Girona,2010,50.73,33.48
Girona,2012,62.88,32.22
Girona,2015,63.08,33.6
Gironella,1980,53.05,29.98
Gironella,1984,70.31,26.81
Gironella,1988,67.45,28.81
Gironella,1992,69.26,26.87
Gironella,1995,67.05,32.43
Gironella,1999,61.88,36.91
Gironella,2003,66.25,32.8
Gironella,2006,62.11,36.18
Gironella,2010,58.03,25.88
Gironella,2012,71.71,22.92
Gironella,2015,76.52,20.29
Gisclareny,1980,88.24,0
Gisclareny,1984,94.44,5.56
Gisclareny,1988,61.9,38.1
Gisclareny,1992,76.19,19.05
Gisclareny,1995,84.62,15.38
Gisclareny,1999,66.67,33.33
Gisclareny,2003,73.08,26.92
Gisclareny,2006,70.83,29.17
Gisclareny,2010,72.73,4.55
Gisclareny,2012,88,8
Gisclareny,2015,95.65,4.35
Godall,1980,10.67,41.76
Godall,1984,57.85,41.75
Godall,1988,60,37.88
Godall,1992,61.81,34.44
Godall,1995,51.46,48.54
Godall,1999,53.05,45.6
Godall,2003,51.4,47.9
Godall,2006,47.85,51.08
Godall,2010,42.16,51.62
Godall,2012,38.11,57.32
Godall,2015,44.14,52.12
Golmés,1980,35.25,32.73
Golmés,1984,55.4,39.05
Golmés,1988,65.42,28.64
Golmés,1992,78.03,20.82
Golmés,1995,71.8,28.07
Golmés,1999,69.96,29.46
Golmés,2003,75.36,24.11
Golmés,2006,70.69,28.16
Golmés,2010,66.62,21.97
Golmés,2012,76.94,19.12
Golmés,2015,77.27,19.49
Gombrèn,1980,47.55,16.08
Gombrèn,1984,82.93,14.02
Gombrèn,1988,80.89,12.1
Gombrèn,1992,86.71,9.79
Gombrèn,1995,82.94,16.47
Gombrèn,1999,78.7,19.53
Gombrèn,2003,75.14,22.54
Gombrèn,2006,69.23,28.67
Gombrèn,2010,75.26,18.56
Gombrèn,2012,81.03,18.1
Gombrèn,2015,73.81,21.43
Gósol,1980,75.56,16.3
Gósol,1984,92.31,4.62
Gósol,1988,92.48,4.51
Gósol,1992,87.05,12.23
Gósol,1995,71.11,28.89
Gósol,1999,81.51,17.81
Gósol,2003,82.07,17.24
Gósol,2006,82.03,17.19
Gósol,2010,64.34,8.53
Gósol,2012,88.16,7.24
Gósol,2015,85.08,10.5
"Granada, la",1980,55.02,35.68
"Granada, la",1984,66.31,31.81
"Granada, la",1988,70.15,27.37
"Granada, la",1992,75.7,23.11
"Granada, la",1995,71.73,27.89
"Granada, la",1999,70.68,27.43
"Granada, la",2003,67.96,31.38
"Granada, la",2006,62.33,36.76
"Granada, la",2010,56.2,28.96
"Granada, la",2012,65.51,27.27
"Granada, la",2015,70.4,26.88
"Granadella, la",1980,31.6,42
"Granadella, la",1984,61.88,33.7
"Granadella, la",1988,51.33,47.23
"Granadella, la",1992,66.47,30.18
"Granadella, la",1995,66.44,33.39
"Granadella, la",1999,61.95,36.71
"Granadella, la",2003,65.38,33.46
"Granadella, la",2006,58.59,40.71
"Granadella, la",2010,52.53,34.09
"Granadella, la",2012,80.67,15.99
"Granadella, la",2015,83.92,11.27
Granera,1980,90.91,0
Granera,1984,91.67,5.56
Granera,1988,96.97,3.03
Granera,1992,100,0
Granera,1995,60.98,39.02
Granera,1999,74.42,25.58
Granera,2003,72.92,27.08
Granera,2006,74.14,25.86
Granera,2010,69.64,21.43
Granera,2012,73.77,22.95
Granera,2015,79.31,15.52
"Granja d'Escarp, la",1980,41.47,29.6
"Granja d'Escarp, la",1984,74.56,22.38
"Granja d'Escarp, la",1988,68.09,28.72
"Granja d'Escarp, la",1992,68.76,25.48
"Granja d'Escarp, la",1995,72.99,26.54
"Granja d'Escarp, la",1999,71.06,28.02
"Granja d'Escarp, la",2003,65.21,33.27
"Granja d'Escarp, la",2006,56.67,39.63
"Granja d'Escarp, la",2010,58.31,30.68
"Granja d'Escarp, la",2012,64.57,29.15
"Granja d'Escarp, la",2015,60.28,34.45
Granollers,1980,45.93,36.3
Granollers,1984,54.49,42.26
Granollers,1988,52.99,40.44
Granollers,1992,56.68,38.86
Granollers,1995,54.98,44.1
Granollers,1999,49.02,48.69
Granollers,2003,49.66,49.06
Granollers,2006,47.66,49.91
Granollers,2010,47.92,41.55
Granollers,2012,47.82,45.9
Granollers,2015,47.4,49.29
Granyanella,1980,64.15,11.32
Granyanella,1984,92.73,3.64
Granyanella,1988,84.38,10.94
Granyanella,1992,89.87,8.86
Granyanella,1995,83.08,16.92
Granyanella,1999,66.27,31.33
Granyanella,2003,70,27
Granyanella,2006,72.86,24.29
Granyanella,2010,59.46,28.38
Granyanella,2012,77.01,17.24
Granyanella,2015,73.12,24.73
Granyena de les Garrigues,1980,45.65,26.09
Granyena de les Garrigues,1984,81.95,15.04
Granyena de les Garrigues,1988,82.35,14.71
Granyena de les Garrigues,1992,82.41,16.67
Granyena de les Garrigues,1995,77.27,22.73
Granyena de les Garrigues,1999,72,28
Granyena de les Garrigues,2003,77.59,22.41
Granyena de les Garrigues,2006,79.17,19.79
Granyena de les Garrigues,2010,73.03,23.6
Granyena de les Garrigues,2012,87.74,10.38
Granyena de les Garrigues,2015,84.11,13.08
Granyena de Segarra,1980,70.34,9.32
Granyena de Segarra,1984,92.54,5.22
Granyena de Segarra,1988,88.98,6.78
Granyena de Segarra,1992,91.3,8.7
Granyena de Segarra,1995,78.64,21.36
Granyena de Segarra,1999,89.8,8.16
Granyena de Segarra,2003,71.15,19.23
Granyena de Segarra,2006,75,22.62
Granyena de Segarra,2010,73.56,16.09
Granyena de Segarra,2012,79.76,16.67
Granyena de Segarra,2015,75,19
Gratallops,1980,42.58,27.1
Gratallops,1984,63.4,31.37
Gratallops,1988,59.7,34.33
Gratallops,1992,58.04,37.76
Gratallops,1995,57.89,40.13
Gratallops,1999,60.74,35.56
Gratallops,2003,66.18,33.82
Gratallops,2006,57.66,41.61
Gratallops,2010,41.55,35.92
Gratallops,2012,67.95,25.64
